metric_id,product_id,metric_date,dau,mau,conversion_rate,avg_session_duration,page_views,add_to_cart,checkout_initiated,purchases,revenue,refund_rate,nps_score,feature_adoption_rate,time_to_first_action
7300,20,2025-01-28,436,6540,0.1045,363,872,105,61,45,3604.44,0.066,71,0.6748,206
7301,21,2026-01-27,398,9154,0.0637,294,1194,55,32,25,1433.03,0.0288,70,0.2619,160
7302,21,2026-01-26,343,8575,0.0716,209,2058,37,22,24,1390.01,0.0518,20,0.6479,186
7303,21,2026-01-25,472,12272,0.0566,413,2832,80,25,26,1510.67,0.0717,68,0.5978,147
7304,21,2026-01-24,323,7106,0.0647,221,2907,52,29,20,1182.4,0.0169,66,0.5786,18
7305,21,2026-01-23,505,8585,0.0632,78,3030,57,30,31,1806.1,0.0322,25,0.2364,295
7306,21,2026-01-22,380,6460,0.0644,341,1520,39,45,24,1384.62,0.0653,69,0.4087,64
7307,21,2026-01-21,553,8848,0.0604,255,3318,77,65,33,1887.67,0.0706,57,0.5579,276
7308,21,2026-01-20,558,10044,0.0732,338,1116,136,51,40,2311.72,0.0367,24,0.6105,81
7309,21,2026-01-19,435,6960,0.0684,90,1740,56,33,29,1683.95,0.0105,71,0.63,86
7310,21,2026-01-18,484,9680,0.069,347,3388,91,59,33,1888.99,0.0264,66,0.6992,18
7311,21,2026-01-17,431,6896,0.0521,369,2586,63,52,22,1269.97,0.0214,26,0.4019,160
7312,21,2026-01-16,519,14013,0.0671,323,3114,78,33,34,1969.8,0.0392,61,0.661,6
7313,21,2026-01-15,453,6795,0.0622,225,4077,61,58,28,1594.85,0.0711,37,0.4073,91
7314,21,2026-01-14,429,10725,0.0648,521,2145,122,36,27,1572.63,0.0383,31,0.4483,132
7315,21,2026-01-13,475,9975,0.0631,542,3325,116,42,29,1694.44,0.0461,68,0.8426,164
7316,21,2026-01-12,435,8265,0.0648,486,2175,54,30,28,1595.5,0.0599,25,0.6258,99
7317,21,2026-01-11,447,7599,0.0554,362,2235,79,38,24,1400.13,0.057,65,0.629,144
7318,21,2026-01-10,405,6075,0.0757,590,810,116,32,30,1734.61,0.0228,77,0.8105,57
7319,21,2026-01-09,496,10416,0.0631,223,2480,115,34,31,1770.84,0.0481,71,0.2403,133
7320,21,2026-01-08,530,11660,0.0638,579,4770,92,35,33,1911.14,0.0648,47,0.4736,203
7321,21,2026-01-07,460,10120,0.0702,173,1380,102,33,32,1826.18,0.0309,39,0.252,283
7322,21,2026-01-06,492,9348,0.0729,274,1968,104,41,35,2028.74,0.0323,28,0.2898,123
7323,21,2026-01-05,446,6690,0.0692,389,3122,99,38,30,1745.45,0.0134,39,0.2205,268
7324,21,2026-01-04,545,10900,0.0688,85,3815,96,37,37,2121.14,0.0683,63,0.2372,41
7325,21,2026-01-03,531,9027,0.076,511,3186,150,73,40,2281.07,0.0198,60,0.7917,67
7326,21,2026-01-02,445,9790,0.0635,367,890,92,22,28,1597.54,0.0415,29,0.4792,107
7327,21,2026-01-01,440,8800,0.0599,545,880,73,30,26,1490.3,0.0672,47,0.8037,129
7328,21,2025-12-31,476,9996,0.0635,582,2856,89,43,30,1708.87,0.055,51,0.4376,234
7329,21,2025-12-30,538,15064,0.0734,183,1614,72,45,39,2232.68,0.0127,65,0.2894,39
7330,21,2025-12-29,431,9913,0.0734,246,1293,74,44,31,1788.58,0.062,59,0.5619,143
7331,21,2025-12-28,504,9072,0.0618,375,4032,92,63,31,1761.62,0.0356,29,0.8724,170
7332,21,2025-12-27,468,9360,0.0614,137,936,79,39,28,1625.05,0.0603,58,0.7288,25
7333,21,2025-12-26,515,14420,0.0843,64,2060,121,75,43,2456.02,0.0398,36,0.673,96
7334,21,2025-12-25,516,10836,0.0572,428,2064,88,73,29,1670.56,0.0512,60,0.5201,98
7335,21,2025-12-24,485,11640,0.0808,78,1455,136,59,39,2217.2,0.066,76,0.8491,75
7336,21,2025-12-23,516,13932,0.0684,292,4128,122,65,35,1994.79,0.0457,74,0.2112,14
7337,21,2025-12-22,499,10479,0.0775,235,3992,95,60,38,2187.62,0.0749,38,0.5657,43
7338,21,2025-12-21,612,10404,0.0859,569,3672,173,82,52,2972.51,0.0391,23,0.7123,11
7339,21,2025-12-20,553,13272,0.0725,191,3318,111,46,40,2268.45,0.0192,59,0.6555,270
7340,21,2025-12-19,521,9378,0.0676,490,2084,145,68,35,1993.47,0.0786,75,0.2215,255
7341,21,2025-12-18,509,14761,0.0632,195,1527,67,25,32,1818.98,0.0679,42,0.2615,261
7342,21,2025-12-17,457,13253,0.0857,138,1828,54,64,39,2215.12,0.0416,35,0.44,220
7343,21,2025-12-16,418,6270,0.0731,53,1254,68,45,30,1729.17,0.043,62,0.7483,72
7344,21,2025-12-15,465,12555,0.083,115,3255,95,37,38,2182.43,0.0562,49,0.803,235
7345,21,2025-12-14,658,17766,0.0611,378,5922,114,65,40,2273.56,0.0405,22,0.4131,78
7346,21,2025-12-13,517,10857,0.0669,37,3102,122,64,34,1957.06,0.0369,45,0.7012,31
7347,21,2025-12-12,506,13662,0.0854,476,2024,140,35,43,2445.14,0.0459,26,0.6965,103
7348,21,2025-12-11,536,12864,0.071,521,4288,77,69,38,2151.3,0.0668,32,0.6811,69
7349,21,2025-12-10,502,13052,0.0768,511,3012,136,34,38,2181.27,0.0501,57,0.7675,24
7350,21,2025-12-09,599,8985,0.0879,449,2396,127,75,52,2979.34,0.0221,34,0.6842,120
7351,21,2025-12-08,603,9045,0.0764,498,1206,94,41,46,2605.03,0.0519,76,0.5345,61
7352,21,2025-12-07,484,11132,0.0653,303,3872,55,35,31,1786.8,0.0277,75,0.3264,108
7353,21,2025-12-06,567,16443,0.0904,447,4536,64,77,51,2897.63,0.0464,25,0.8579,68
7354,21,2025-12-05,535,10700,0.0833,576,3210,89,55,44,2519.64,0.0785,54,0.3122,53
7355,21,2025-12-04,560,14000,0.0841,404,3360,83,46,47,2663.24,0.0558,31,0.3447,94
7356,21,2025-12-03,514,10280,0.0757,48,3084,75,63,38,2201.85,0.0415,26,0.4912,244
7357,21,2025-12-02,555,11100,0.0843,358,3885,85,54,46,2646.23,0.0209,24,0.7903,140
7358,21,2025-12-01,523,10460,0.0637,83,3138,135,48,33,1884.96,0.0216,75,0.3456,298
7359,21,2025-11-30,505,7575,0.0882,352,4545,115,52,44,2518.78,0.0558,55,0.2237,9
7360,21,2025-11-29,545,14715,0.0858,533,1090,121,35,46,2643.57,0.0588,73,0.2584,278
7361,21,2025-11-28,501,14529,0.0864,218,3507,102,69,43,2447.59,0.0272,53,0.5067,87
7362,21,2025-11-27,538,13988,0.0708,466,4842,102,36,38,2155.46,0.0639,71,0.775,100
7363,21,2025-11-26,558,15066,0.0626,132,2790,96,30,34,1975.89,0.0134,30,0.2581,30
7364,21,2025-11-25,546,8190,0.0855,184,3276,74,29,46,2641.52,0.0429,59,0.3841,77
7365,21,2025-11-24,499,7984,0.079,474,3992,137,32,39,2230.24,0.0328,58,0.4391,15
7366,21,2025-11-23,637,16562,0.0668,146,4459,111,51,42,2406.92,0.0416,48,0.6224,13
7367,21,2025-11-22,673,16152,0.08,498,2019,98,77,53,3044.89,0.0749,55,0.7699,6
7368,21,2025-11-21,536,9112,0.0699,140,2144,151,45,37,2120.34,0.0228,54,0.7334,115
7369,21,2025-11-20,561,9537,0.0895,450,3927,98,52,50,2838.73,0.0754,47,0.7229,87
7370,21,2025-11-19,578,11560,0.066,113,1734,164,58,38,2157.19,0.0208,28,0.3809,222
7371,21,2025-11-18,578,9826,0.0806,168,1734,127,37,46,2634.96,0.0509,33,0.2278,231
7372,21,2025-11-17,563,15201,0.088,40,3378,71,79,49,2802.91,0.0283,33,0.6286,93
7373,21,2025-11-16,506,10626,0.0638,176,2530,51,49,32,1824.49,0.053,69,0.806,36
7374,21,2025-11-15,532,13832,0.0915,585,1064,107,53,48,2754.06,0.077,46,0.5784,172
7375,21,2025-11-14,628,12560,0.0923,530,5024,102,45,57,3278.56,0.0565,22,0.7531,235
7376,21,2025-11-13,526,13676,0.0877,375,4734,63,37,46,2607.67,0.068,34,0.7889,256
7377,21,2025-11-12,613,17164,0.0853,122,1839,92,82,52,2955.74,0.0421,64,0.3166,18
7378,21,2025-11-11,687,15801,0.0853,265,3435,79,62,58,3313.99,0.0131,78,0.2246,264
7379,21,2025-11-10,470,11280,0.0849,173,3760,125,35,39,2257.3,0.0546,56,0.8253,263
7380,21,2025-11-09,640,12160,0.0928,351,2560,166,70,59,3358.04,0.066,38,0.8985,235
7381,21,2025-11-08,516,14448,0.0653,152,4644,55,59,33,1904.79,0.0212,43,0.8971,224
7382,21,2025-11-07,477,7632,0.0854,272,4293,128,58,40,2305.03,0.0542,30,0.8149,52
7383,21,2025-11-06,519,9342,0.072,265,3633,139,57,37,2112.51,0.0175,58,0.4259,177
7384,21,2025-11-05,642,18618,0.0936,180,3210,108,94,60,3397.21,0.0616,51,0.2306,28
7385,21,2025-11-04,523,12029,0.0852,448,4184,83,30,44,2519.42,0.0124,68,0.2919,75
7386,21,2025-11-03,561,10098,0.0783,251,1122,168,33,43,2483.71,0.0225,20,0.6229,149
7387,21,2025-11-02,673,13460,0.0822,377,3365,180,95,55,3127.64,0.0582,76,0.5369,83
7388,21,2025-11-01,647,12293,0.0748,258,4529,81,93,48,2736.14,0.0773,73,0.8988,216
7389,21,2025-10-31,509,10689,0.0937,506,3563,137,52,47,2698.46,0.0554,39,0.4796,102
7390,21,2025-10-30,509,11198,0.0889,316,2036,58,28,45,2558.12,0.0601,79,0.2007,283
7391,21,2025-10-29,604,10268,0.0798,206,3624,86,57,48,2725.33,0.0586,35,0.741,122
7392,21,2025-10-28,584,15184,0.0704,246,1168,127,45,41,2326.59,0.0381,52,0.2398,62
7393,21,2025-10-27,544,9792,0.0814,346,3264,155,47,44,2504.49,0.0608,75,0.8946,207
7394,21,2025-10-26,519,11937,0.0818,155,1038,138,61,42,2400.85,0.0773,30,0.5789,95
7395,21,2025-10-25,601,12020,0.0935,514,3606,104,63,56,3179.27,0.0675,79,0.5561,200
7396,21,2025-10-24,655,18340,0.0769,63,1965,180,60,50,2848.8,0.0532,39,0.5827,101
7397,21,2025-10-23,578,13294,0.0679,249,4624,97,83,39,2218.44,0.0283,47,0.3427,292
7398,21,2025-10-22,559,10621,0.0907,563,3354,136,33,50,2866.8,0.0535,70,0.5175,124
7399,21,2025-10-21,640,12160,0.0836,153,5760,94,73,53,3027.11,0.0125,40,0.3533,49
7400,21,2025-10-20,513,10260,0.0825,301,3078,60,26,42,2394.33,0.0351,31,0.6411,102
7401,21,2025-10-19,637,12740,0.0753,489,1911,149,83,47,2712.56,0.0697,64,0.349,275
7402,21,2025-10-18,605,9075,0.0665,251,1210,64,70,40,2277.14,0.0703,29,0.4217,182
7403,21,2025-10-17,518,9324,0.0733,295,1036,52,54,37,2148.75,0.0122,22,0.243,88
7404,21,2025-10-16,567,12474,0.0779,599,1134,109,37,44,2498.0,0.0197,63,0.3668,299
7405,21,2025-10-15,547,12581,0.0843,584,4923,117,36,46,2607.16,0.0703,64,0.4298,15
7406,21,2025-10-14,690,18630,0.0763,252,5520,197,51,52,2976.96,0.0162,26,0.4037,239
7407,21,2025-10-13,592,15984,0.0751,549,1776,78,30,44,2514.3,0.0427,46,0.7757,294
7408,21,2025-10-12,562,12926,0.0827,45,4496,100,33,46,2629.49,0.0441,63,0.323,93
7409,21,2025-10-11,547,12034,0.0686,60,2188,76,72,37,2121.03,0.0552,49,0.8482,205
7410,21,2025-10-10,458,11908,0.0642,124,3664,132,55,29,1663.61,0.044,20,0.2763,57
7411,21,2025-10-09,495,7425,0.0636,520,1485,57,72,31,1780.21,0.0178,25,0.6003,23
7412,21,2025-10-08,571,10278,0.0792,533,2855,115,40,45,2556.85,0.0538,68,0.3311,287
7413,21,2025-10-07,529,12696,0.0851,99,3174,135,28,44,2544.89,0.0393,24,0.5045,292
7414,21,2025-10-06,591,14184,0.0789,86,1182,118,82,46,2637.92,0.0187,69,0.3145,62
7415,21,2025-10-05,505,13635,0.0894,30,3030,63,51,45,2552.14,0.0629,21,0.6575,235
7416,21,2025-10-04,507,8112,0.0868,247,4056,146,60,43,2487.71,0.0565,65,0.2171,228
7417,21,2025-10-03,559,8385,0.0786,496,5031,121,53,43,2485.0,0.0498,22,0.4752,49
7418,21,2025-10-02,560,13440,0.0927,294,5040,63,29,51,2937.57,0.0732,52,0.5188,164
7419,21,2025-10-01,591,11229,0.083,309,4137,74,32,49,2774.04,0.0344,38,0.7065,154
7420,21,2025-09-30,551,15979,0.0878,324,1653,106,58,48,2736.21,0.0537,20,0.5662,170
7421,21,2025-09-29,615,16605,0.0629,521,1230,92,32,38,2188.73,0.0635,30,0.2583,161
7422,21,2025-09-28,669,17394,0.0648,65,6021,97,62,43,2451.64,0.0408,67,0.2514,272
7423,21,2025-09-27,466,7922,0.0829,415,1398,116,69,38,2185.68,0.0512,62,0.8651,157
7424,21,2025-09-26,510,7650,0.086,460,2550,152,33,43,2480.18,0.011,74,0.6796,113
7425,21,2025-09-25,623,11214,0.0903,538,3115,64,78,56,3180.89,0.0537,43,0.4382,175
7426,21,2025-09-24,490,12740,0.085,562,980,76,52,41,2354.64,0.0726,78,0.6623,49
7427,21,2025-09-23,618,16068,0.0738,441,4326,161,53,45,2580.81,0.0418,73,0.5715,142
7428,21,2025-09-22,588,14112,0.0909,419,4116,114,70,53,3022.46,0.0342,53,0.3087,138
7429,21,2025-09-21,617,17893,0.0636,211,4936,175,65,39,2220.67,0.0311,28,0.6829,227
7430,21,2025-09-20,466,13514,0.0695,579,932,120,38,32,1832.05,0.0269,73,0.3263,34
7431,21,2025-09-19,484,11616,0.0698,137,3388,136,41,33,1910.76,0.0263,37,0.6096,107
7432,21,2025-09-18,519,9861,0.0888,518,2076,144,76,46,2607.58,0.0369,62,0.4875,66
7433,21,2025-09-17,602,15652,0.0845,363,5418,77,31,50,2877.66,0.0422,51,0.7498,115
7434,21,2025-09-16,611,10998,0.0876,293,4277,132,79,53,3026.63,0.0245,32,0.7858,104
7435,21,2025-09-15,559,14534,0.0744,270,3354,124,40,41,2350.79,0.0189,30,0.7404,171
7436,21,2025-09-14,586,16994,0.0739,266,3516,88,44,43,2449.19,0.035,36,0.2971,226
7437,21,2025-09-13,537,9666,0.0627,266,2148,81,50,33,1905.35,0.0108,78,0.7381,99
7438,21,2025-09-12,609,14007,0.0751,216,4263,157,78,45,2585.65,0.0366,33,0.5645,164
7439,21,2025-09-11,420,8400,0.0832,368,1260,112,29,34,1975.8,0.0568,24,0.8724,238
7440,21,2025-09-10,500,12500,0.087,246,1500,54,34,43,2461.27,0.0416,21,0.5544,105
7441,21,2025-09-09,539,14014,0.0884,238,2156,121,58,47,2693.8,0.0379,22,0.8965,81
7442,21,2025-09-08,524,9956,0.0753,496,1572,121,54,39,2231.94,0.0533,42,0.2197,126
7443,21,2025-09-07,467,11675,0.0759,338,2802,65,35,35,2004.71,0.0153,66,0.2117,117
7444,21,2025-09-06,525,11550,0.0799,372,3675,131,41,41,2373.45,0.0574,32,0.5297,254
7445,21,2025-09-05,449,7184,0.0866,402,2694,125,61,38,2198.99,0.0301,58,0.5461,97
7446,21,2025-09-04,507,9126,0.0864,201,2535,85,55,43,2477.49,0.0748,33,0.4537,159
7447,21,2025-09-03,573,12033,0.0654,408,1719,95,78,37,2119.5,0.0662,49,0.235,46
7448,21,2025-09-02,394,11426,0.0805,525,2758,94,35,31,1794.12,0.0493,72,0.8613,82
7449,21,2025-09-01,523,8368,0.0762,123,3661,150,37,39,2254.33,0.0534,45,0.3505,8
7450,21,2025-08-31,437,6555,0.075,117,3933,74,45,32,1853.95,0.0455,71,0.5574,42
7451,21,2025-08-30,468,7020,0.0785,367,4212,129,61,36,2078.64,0.0239,28,0.5667,19
7452,21,2025-08-29,503,11569,0.0681,383,4024,99,35,34,1938.24,0.0457,48,0.8142,85
7453,21,2025-08-28,424,8480,0.0778,163,3392,96,30,32,1866.03,0.0398,41,0.5578,282
7454,21,2025-08-27,504,13608,0.0713,529,4032,126,66,35,2031.42,0.0182,31,0.2237,84
7455,21,2025-08-26,507,13182,0.0803,259,1521,134,75,40,2303.01,0.0551,44,0.7884,56
7456,21,2025-08-25,335,9715,0.0704,333,2680,37,37,23,1333.06,0.014,63,0.3585,253
7457,21,2025-08-24,470,9400,0.0682,84,940,140,66,32,1812.93,0.0387,76,0.517,75
7458,21,2025-08-23,533,9061,0.0662,180,1066,156,53,35,1996.95,0.0232,67,0.6788,154
7459,21,2025-08-22,513,7695,0.0752,510,1539,113,75,38,2180.81,0.0112,66,0.4812,160
7460,21,2025-08-21,479,11017,0.0647,271,958,49,46,30,1752.29,0.0204,30,0.386,232
7461,21,2025-08-20,455,7735,0.0739,154,2275,68,36,33,1900.84,0.0297,53,0.5376,182
7462,21,2025-08-19,516,7740,0.08,277,4128,128,32,41,2335.85,0.0611,38,0.2237,128
7463,21,2025-08-18,479,11975,0.0731,311,1437,101,70,34,1979.11,0.021,75,0.438,70
7464,21,2025-08-17,486,13608,0.0613,592,972,84,35,29,1686.39,0.0373,58,0.7279,224
7465,21,2025-08-16,442,12376,0.0591,125,3536,52,25,26,1477.31,0.0765,28,0.4132,43
7466,21,2025-08-15,422,8440,0.0774,459,2532,75,54,32,1848.31,0.0463,44,0.6669,240
7467,21,2025-08-14,597,9552,0.0541,504,1791,167,87,32,1827.82,0.0617,79,0.588,78
7468,21,2025-08-13,420,7980,0.0545,85,840,117,46,22,1294.0,0.059,69,0.6574,260
7469,21,2025-08-12,417,9591,0.0572,51,2502,94,53,23,1348.61,0.0507,40,0.8342,90
7470,21,2025-08-11,490,11760,0.0704,594,1960,58,56,34,1950.39,0.0799,58,0.6852,222
7471,21,2025-08-10,423,9306,0.0557,102,1692,116,56,23,1332.95,0.0349,46,0.7732,225
7472,21,2025-08-09,426,11502,0.0647,284,3834,93,42,27,1559.67,0.0111,49,0.3995,27
7473,21,2025-08-08,436,10464,0.0625,476,3488,70,32,27,1542.1,0.0775,62,0.3084,176
7474,21,2025-08-07,495,12870,0.0679,242,3465,72,49,33,1900.08,0.0278,33,0.7113,25
7475,21,2025-08-06,531,13275,0.067,368,4779,119,41,35,2013.27,0.0103,24,0.6681,181
7476,21,2025-08-05,473,13717,0.0674,304,3311,104,34,31,1803.14,0.0707,32,0.7609,108
7477,21,2025-08-04,425,8075,0.0664,389,2975,104,31,28,1595.22,0.0662,67,0.7116,96
7478,21,2025-08-03,498,9462,0.073,561,4482,137,38,36,2055.71,0.0307,36,0.7068,148
7479,21,2025-08-02,463,7408,0.0712,92,1852,59,46,32,1864.19,0.0532,52,0.6062,251
7480,21,2025-08-01,394,11032,0.0653,80,2758,84,35,25,1456.06,0.0694,56,0.6046,83
7481,21,2025-07-31,379,9475,0.0563,341,2653,102,27,21,1207.24,0.067,42,0.8119,151
7482,21,2025-07-30,468,11700,0.0511,554,1872,67,41,23,1351.94,0.0793,26,0.2934,181
7483,21,2025-07-29,472,13688,0.0675,124,4248,59,44,31,1801.87,0.0394,63,0.248,67
7484,21,2025-07-28,477,11448,0.0622,518,2862,132,35,29,1678.11,0.0319,61,0.7067,13
7485,21,2025-07-27,460,7360,0.0611,93,2300,85,51,28,1588.39,0.0575,62,0.6776,272
7486,21,2025-07-26,451,7216,0.0551,157,2255,63,52,24,1406.78,0.0164,76,0.682,191
7487,21,2025-07-25,401,8421,0.0492,533,802,115,39,19,1116.11,0.0212,38,0.7363,206
7488,21,2025-07-24,524,12052,0.0545,375,3668,117,66,28,1614.11,0.0663,61,0.3738,186
7489,21,2025-07-23,465,11160,0.053,436,3720,106,59,24,1393.74,0.0509,58,0.3087,190
7490,21,2025-07-22,379,10233,0.0536,482,1895,70,49,20,1148.71,0.0295,38,0.852,164
7491,21,2025-07-21,393,10611,0.0473,246,1179,40,41,18,1051.71,0.0579,62,0.6327,55
7492,21,2025-07-20,361,10108,0.066,69,1444,92,54,23,1347.82,0.0228,28,0.7926,129
7493,21,2025-07-19,473,8041,0.0508,451,1419,117,52,24,1358.51,0.0617,41,0.2042,257
7494,21,2025-07-18,381,6858,0.0648,513,1905,38,38,24,1396.05,0.0414,52,0.7268,172
7495,21,2025-07-17,402,9246,0.0657,410,3618,49,30,26,1493.02,0.0121,51,0.5483,112
7496,21,2025-07-16,374,8976,0.0547,386,1496,43,27,20,1157.44,0.0772,55,0.4759,210
7497,21,2025-07-15,430,12470,0.0552,388,2580,90,36,23,1343.19,0.05,76,0.4774,27
7498,21,2025-07-14,447,12963,0.0462,443,3129,87,28,20,1167.63,0.078,33,0.7324,142
7499,21,2025-07-13,401,10025,0.065,396,1203,100,56,26,1474.26,0.014,26,0.3119,202
7500,21,2025-07-12,393,11397,0.0572,493,2751,41,38,22,1272.24,0.0123,37,0.6136,27
7501,21,2025-07-11,393,10218,0.0633,53,2358,100,25,24,1407.93,0.0456,33,0.43,116
7502,21,2025-07-10,356,8900,0.0501,313,2136,41,45,17,1008.65,0.0326,47,0.3427,49
7503,21,2025-07-09,351,7371,0.0635,538,3159,38,29,22,1259.89,0.0227,78,0.8342,253
7504,21,2025-07-08,436,10464,0.0487,540,2616,97,61,21,1200.48,0.0636,28,0.5326,291
7505,21,2025-07-07,342,5130,0.0548,148,2394,101,35,18,1060.18,0.0672,67,0.5318,135
7506,21,2025-07-06,426,6816,0.0575,586,3834,114,63,24,1384.65,0.037,57,0.3758,196
7507,21,2025-07-05,371,10759,0.0617,590,2226,41,28,22,1294.02,0.0635,62,0.6809,23
7508,21,2025-07-04,355,9585,0.0463,474,710,66,29,16,930.12,0.0489,76,0.6171,257
7509,21,2025-07-03,384,5760,0.0501,278,768,114,43,19,1087.19,0.0393,29,0.2172,27
7510,21,2025-07-02,455,7280,0.0453,403,910,75,53,20,1165.62,0.0749,75,0.6143,214
7511,21,2025-07-01,396,11088,0.063,593,2376,55,27,24,1411.63,0.0743,40,0.7196,21
7512,21,2025-06-30,348,7656,0.0574,171,1392,92,34,19,1129.97,0.0408,64,0.7158,30
7513,21,2025-06-29,353,6707,0.045,359,2118,67,35,15,897.63,0.0197,56,0.3488,127
7514,21,2025-06-28,371,7049,0.046,126,1484,67,52,17,966.25,0.0797,29,0.7197,152
7515,21,2025-06-27,383,6894,0.0576,477,2681,93,34,22,1248.48,0.0446,28,0.7003,45
7516,21,2025-06-26,362,5430,0.0575,358,2534,42,53,20,1177.44,0.0462,61,0.7214,256
7517,21,2025-06-25,442,9724,0.0413,179,1326,106,25,18,1032.22,0.0369,34,0.2468,143
7518,21,2025-06-24,356,7476,0.0412,429,1424,70,19,14,830.01,0.0307,58,0.5702,188
7519,21,2025-06-23,359,8975,0.0575,285,1077,49,19,20,1167.45,0.0724,78,0.3925,163
7520,21,2025-06-22,333,6993,0.0596,539,2331,92,48,19,1122.15,0.011,76,0.3029,104
7521,21,2025-06-21,318,6996,0.0576,572,1590,76,45,18,1036.46,0.0691,51,0.8364,95
7522,21,2025-06-20,405,8910,0.0529,366,2430,50,20,21,1212.05,0.0337,79,0.68,53
7523,21,2025-06-19,344,9976,0.0515,474,2408,61,33,17,1002.98,0.0713,20,0.8724,291
7524,21,2025-06-18,361,5415,0.0452,334,2888,85,45,16,923.47,0.0404,20,0.7504,218
7525,21,2025-06-17,322,5152,0.0558,550,1610,65,38,17,1016.61,0.074,28,0.8035,25
7526,21,2025-06-16,385,6930,0.0484,241,1540,56,28,18,1054.97,0.0445,71,0.6191,32
7527,21,2025-06-15,286,4862,0.0553,483,2574,48,32,15,895.35,0.0606,35,0.3564,240
7528,21,2025-06-14,313,4695,0.0523,475,1252,76,29,16,925.26,0.0244,52,0.7566,224
7529,21,2025-06-13,267,4539,0.049,479,1602,50,37,13,739.92,0.0787,31,0.3452,134
7530,21,2025-06-12,310,5580,0.0482,297,2480,81,32,14,845.79,0.0353,74,0.44,154
7531,21,2025-06-11,285,5130,0.0453,556,2565,52,20,12,730.48,0.0582,39,0.5794,261
7532,21,2025-06-10,350,8750,0.0464,487,1750,87,29,16,918.82,0.0189,75,0.8559,47
7533,21,2025-06-09,380,8360,0.0552,73,2660,60,24,20,1186.66,0.0327,69,0.8488,177
7534,21,2025-06-08,358,10024,0.0501,172,2148,58,52,17,1014.59,0.0252,46,0.3143,209
7535,21,2025-06-07,384,5760,0.0454,498,1152,96,40,17,986.42,0.0515,21,0.8145,68
7536,21,2025-06-06,379,9096,0.0426,477,1137,60,46,16,913.61,0.0541,26,0.6775,231
7537,21,2025-06-05,359,6462,0.053,320,1077,45,50,19,1075.37,0.0461,61,0.3624,49
7538,21,2025-06-04,318,7950,0.0399,167,2226,87,38,12,717.48,0.0501,55,0.8006,154
7539,21,2025-06-03,290,4640,0.0389,423,580,52,36,11,637.71,0.0491,32,0.5819,143
7540,21,2025-06-02,313,8451,0.0486,310,1252,92,40,15,860.45,0.0771,73,0.2965,120
7541,21,2025-06-01,343,9604,0.0538,238,1372,92,42,18,1044.15,0.0386,21,0.2786,86
7542,21,2025-05-31,353,5648,0.0541,462,1765,85,19,19,1081.03,0.0394,39,0.6279,64
7543,21,2025-05-30,318,9222,0.0541,338,636,64,28,17,972.88,0.0575,31,0.5717,197
7544,21,2025-05-29,308,7084,0.0486,365,2772,39,18,14,847.38,0.0225,28,0.6808,57
7545,21,2025-05-28,332,7304,0.0422,442,1992,47,45,14,792.84,0.0227,32,0.6884,180
7546,21,2025-05-27,312,8112,0.0452,137,1872,49,22,14,797.9,0.0617,28,0.6942,169
7547,21,2025-05-26,358,6802,0.0512,65,2148,68,41,18,1037.28,0.0695,68,0.7248,217
7548,21,2025-05-25,324,4860,0.051,47,2916,95,26,16,934.25,0.0172,65,0.633,245
7549,21,2025-05-24,323,6460,0.051,104,646,74,24,16,931.82,0.0535,46,0.678,211
7550,21,2025-05-23,355,9585,0.0383,46,2840,57,19,13,769.61,0.0262,47,0.8161,217
7551,21,2025-05-22,358,8234,0.0508,377,1432,37,25,18,1028.32,0.0233,42,0.7906,166
7552,21,2025-05-21,299,7475,0.0441,470,598,67,34,13,745.96,0.0396,21,0.7762,77
7553,21,2025-05-20,296,8288,0.0529,69,1480,41,17,15,885.94,0.0341,59,0.4191,119
7554,21,2025-05-19,264,4752,0.0424,426,528,35,16,11,633.39,0.0428,31,0.7945,262
7555,21,2025-05-18,292,7008,0.0464,185,1460,69,33,13,766.89,0.039,25,0.6352,71
7556,21,2025-05-17,304,5168,0.0494,332,2736,89,40,15,849.35,0.0672,73,0.3998,47
7557,21,2025-05-16,354,7080,0.043,474,3186,75,31,15,860.08,0.0302,41,0.2491,195
7558,21,2025-05-15,270,4320,0.0489,279,2160,45,36,13,746.89,0.0771,58,0.4198,133
7559,21,2025-05-14,312,7800,0.0402,104,624,52,43,12,708.68,0.0484,57,0.3459,276
7560,21,2025-05-13,273,7644,0.0504,246,1365,43,36,13,778.18,0.0315,70,0.598,228
7561,21,2025-05-12,368,7360,0.0511,223,1840,77,46,18,1064.21,0.0534,21,0.7403,205
7562,21,2025-05-11,295,5605,0.0361,429,590,38,20,10,603.04,0.0179,75,0.4821,256
7563,21,2025-05-10,311,8708,0.0501,562,933,61,18,15,880.71,0.0632,42,0.8992,190
7564,21,2025-05-09,251,7028,0.0505,258,502,73,24,12,717.56,0.0699,54,0.4375,30
7565,21,2025-05-08,293,5274,0.0428,72,1465,47,15,12,709.14,0.0768,54,0.8526,84
7566,21,2025-05-07,330,6600,0.0487,277,2640,38,23,16,908.68,0.0311,55,0.2832,171
7567,21,2025-05-06,292,8176,0.0418,200,2628,79,39,12,690.18,0.0398,42,0.7829,225
7568,21,2025-05-05,257,6425,0.0443,191,1799,44,22,11,644.44,0.0478,59,0.4953,289
7569,21,2025-05-04,302,4530,0.0483,233,1812,57,41,14,824.48,0.0481,53,0.2247,149
