metric_id,product_id,metric_date,dau,mau,conversion_rate,avg_session_duration,page_views,add_to_cart,checkout_initiated,purchases,revenue,refund_rate,nps_score,feature_adoption_rate,time_to_first_action
10539,29,2025-04-15,40,1040,0.021,380,120,9,5,0,4.19,0.0238,36,0.6864,142
10540,29,2025-04-14,45,1305,0.0181,109,180,11,6,0,4.07,0.0334,31,0.6778,113
10541,29,2025-04-13,37,962,0.024,335,111,5,1,0,4.44,0.0645,56,0.6848,7
10542,29,2025-04-12,40,600,0.0195,37,320,5,5,0,3.89,0.0727,20,0.5528,231
10543,29,2025-04-11,47,987,0.0182,211,329,8,4,0,4.27,0.07,40,0.5989,77
10544,29,2025-04-10,39,897,0.0218,98,156,5,4,0,4.25,0.022,69,0.5438,119
10545,29,2025-04-09,38,988,0.023,115,228,4,5,0,4.38,0.0216,51,0.526,254
10546,29,2025-04-08,41,984,0.0232,587,82,7,4,0,4.76,0.0483,61,0.216,104
10547,29,2025-04-07,48,1152,0.025,217,336,12,5,1,6.01,0.0524,64,0.3402,53
10548,29,2025-04-06,42,1008,0.0226,416,252,6,5,0,4.74,0.0377,48,0.6488,294
10549,29,2025-04-05,37,592,0.0219,476,185,7,3,0,4.05,0.0136,73,0.4234,169
10550,29,2025-04-04,38,912,0.0196,61,342,10,3,0,3.72,0.0405,21,0.2988,274
10551,29,2025-04-03,44,924,0.0205,192,176,6,4,0,4.51,0.0176,57,0.7316,276
10552,29,2025-04-02,41,779,0.0202,150,287,12,4,0,4.14,0.0731,40,0.3953,8
10553,29,2025-04-01,40,800,0.0276,32,360,11,5,1,5.52,0.043,22,0.6371,253
10554,29,2025-03-31,43,903,0.0271,187,387,11,3,1,5.82,0.0728,79,0.6093,217
10555,29,2025-03-30,42,840,0.0235,174,252,7,5,0,4.94,0.0419,31,0.8133,152
10556,29,2025-03-29,39,897,0.0278,311,273,8,1,1,5.43,0.0489,65,0.6358,294
10557,29,2025-03-28,37,777,0.0213,63,259,7,3,0,3.94,0.0732,57,0.7067,68
10558,29,2025-03-27,49,882,0.0213,576,392,6,3,1,5.21,0.0278,69,0.2325,125
10559,29,2025-03-26,48,1152,0.0287,545,192,11,3,1,6.88,0.0593,75,0.7398,164
10560,29,2025-03-25,43,1032,0.0216,413,301,10,4,0,4.65,0.0113,55,0.3323,104
10561,29,2025-03-24,43,1075,0.0227,193,86,6,2,0,4.88,0.0721,24,0.653,27
10562,29,2025-03-23,41,820,0.0228,346,287,4,5,0,4.66,0.0326,23,0.3882,93
10563,29,2025-03-22,44,836,0.0227,213,220,9,3,0,5.0,0.0569,62,0.7193,153
10564,29,2025-03-21,43,1032,0.0202,543,215,6,2,0,4.35,0.0443,57,0.6544,174
10565,29,2025-03-20,41,738,0.0257,79,123,11,5,1,5.27,0.0186,66,0.6237,282
10566,29,2025-03-19,48,960,0.0256,491,144,8,4,1,6.14,0.0544,43,0.773,211
10567,29,2025-03-18,47,1081,0.0229,276,94,5,7,1,5.38,0.0373,76,0.7137,190
10568,29,2025-03-17,52,988,0.021,185,364,11,3,1,5.47,0.0353,23,0.8624,262
10569,29,2025-03-16,47,846,0.0294,454,235,10,4,1,6.91,0.0434,61,0.6762,181
10570,29,2025-03-15,44,924,0.0274,411,264,7,6,1,6.02,0.0741,28,0.2783,106
10571,29,2025-03-14,43,817,0.0264,586,129,10,5,1,5.68,0.039,56,0.4873,183
10572,29,2025-03-13,38,836,0.0291,545,76,4,5,1,5.53,0.0474,20,0.5015,181
10573,29,2025-03-12,52,1508,0.0235,449,312,6,3,1,6.1,0.0154,30,0.5131,65
10574,29,2025-03-11,50,1050,0.0305,457,450,6,2,1,7.63,0.0232,33,0.2295,181
10575,29,2025-03-10,40,880,0.0227,596,320,8,4,0,4.54,0.0539,62,0.5563,196
10576,29,2025-03-09,48,912,0.024,299,432,13,6,1,5.76,0.0375,21,0.7338,122
10577,29,2025-03-08,50,1400,0.0241,360,100,8,5,1,6.02,0.0527,48,0.2433,87
10578,29,2025-03-07,51,765,0.0297,473,153,9,2,1,7.57,0.0431,42,0.4461,183
10579,29,2025-03-06,40,920,0.0274,382,80,9,5,1,5.47,0.0103,56,0.375,161
10580,29,2025-03-05,43,1118,0.0298,579,129,10,2,1,6.41,0.0444,25,0.7164,112
10581,29,2025-03-04,45,990,0.025,50,315,4,4,1,5.63,0.0634,29,0.865,240
10582,29,2025-03-03,53,1431,0.0297,434,477,10,3,1,7.86,0.0173,36,0.716,289
10583,29,2025-03-02,48,816,0.025,35,384,8,4,1,6.01,0.0785,28,0.5137,107
10584,29,2025-03-01,46,782,0.0289,512,276,13,6,1,6.64,0.0464,63,0.7033,275
10585,29,2025-02-28,44,924,0.0319,332,220,6,4,1,7.01,0.0262,42,0.5178,238
10586,30,2026-02-27,17,340,0.0248,361,119,4,1,0,7.48,0.0538,27,0.4775,108
10587,30,2026-02-26,21,609,0.0204,403,168,4,1,0,7.61,0.0606,23,0.4904,265
10588,30,2026-02-25,21,483,0.0199,530,189,4,1,0,7.41,0.0208,43,0.7375,6
10589,30,2026-02-24,18,306,0.0265,234,36,5,1,0,8.46,0.0418,24,0.5827,257
10590,30,2026-02-23,19,323,0.0248,269,152,4,1,0,8.36,0.041,75,0.4116,190
10591,30,2026-02-22,22,572,0.022,474,198,6,1,0,8.59,0.0787,72,0.4034,126
10592,30,2026-02-21,21,483,0.0189,296,168,4,2,0,7.05,0.072,32,0.7104,235
10593,30,2026-02-20,18,270,0.0243,503,36,3,1,0,7.75,0.0144,79,0.349,92
10594,30,2026-02-19,21,336,0.0256,247,126,3,1,0,9.53,0.0488,55,0.2337,190
10595,30,2026-02-18,19,437,0.0217,269,38,1,1,0,7.3,0.0457,73,0.7874,229
10596,30,2026-02-17,21,420,0.0262,513,126,3,1,0,9.73,0.0751,76,0.4869,53
10597,30,2026-02-16,23,575,0.0239,543,46,2,3,0,9.75,0.063,74,0.6253,78
10598,30,2026-02-15,20,400,0.023,38,160,2,2,0,8.14,0.0123,53,0.5245,227
10599,30,2026-02-14,20,520,0.0237,214,80,4,1,0,8.39,0.0361,72,0.7583,94
10600,30,2026-02-13,20,580,0.023,100,80,2,1,0,8.15,0.0103,66,0.2273,198
10601,30,2026-02-12,21,462,0.029,203,147,3,1,0,10.79,0.0221,30,0.7417,129
10602,30,2026-02-11,19,285,0.0271,313,171,4,1,0,9.13,0.0577,50,0.424,70
10603,30,2026-02-10,17,425,0.029,391,68,2,1,0,8.73,0.019,60,0.2993,13
10604,30,2026-02-09,21,336,0.0284,564,189,3,3,0,10.58,0.0136,49,0.3022,103
10605,30,2026-02-08,20,500,0.0282,353,140,5,2,0,9.98,0.0405,26,0.3274,58
10606,30,2026-02-07,21,378,0.0273,287,63,2,1,0,10.16,0.0293,64,0.6131,198
10607,30,2026-02-06,20,360,0.0214,277,140,5,2,0,7.57,0.0364,33,0.6491,27
10608,30,2026-02-05,17,306,0.0262,151,34,4,1,0,7.9,0.0408,53,0.2566,42
10609,30,2026-02-04,24,600,0.0248,388,216,6,1,0,10.57,0.0329,51,0.5421,94
10610,30,2026-02-03,23,529,0.0216,529,92,5,2,0,8.79,0.0524,49,0.2668,257
10611,30,2026-02-02,20,540,0.0278,350,120,2,2,0,9.85,0.0259,36,0.7111,212
10612,30,2026-02-01,17,340,0.0247,355,102,3,2,0,7.44,0.0735,77,0.3608,159
10613,30,2026-01-31,21,315,0.0283,82,126,3,1,0,10.53,0.0636,25,0.739,245
10614,30,2026-01-30,28,672,0.0231,296,84,6,2,0,11.48,0.0284,65,0.8098,61
10615,30,2026-01-29,23,437,0.025,406,115,2,1,0,10.18,0.0535,30,0.827,23
10616,30,2026-01-28,18,360,0.0296,127,126,5,1,0,9.43,0.0491,38,0.4076,154
10617,30,2026-01-27,20,480,0.0297,430,100,2,2,0,10.52,0.0391,60,0.7918,205
10618,30,2026-01-26,18,360,0.0279,236,90,3,1,0,8.9,0.0554,68,0.5224,39
10619,30,2026-01-25,20,500,0.0262,362,40,2,1,0,9.3,0.0246,79,0.2499,211
10620,30,2026-01-24,24,360,0.0246,386,48,3,2,0,10.46,0.0496,50,0.4147,40
10621,30,2026-01-23,19,342,0.0308,122,38,5,2,0,10.38,0.0551,74,0.3601,126
10622,30,2026-01-22,20,360,0.031,321,120,3,1,0,11.0,0.0711,70,0.6391,170
10623,30,2026-01-21,21,504,0.0291,67,168,5,2,0,10.82,0.0359,23,0.3926,82
10624,30,2026-01-20,22,528,0.023,456,88,3,3,0,8.99,0.0671,68,0.7549,226
10625,30,2026-01-19,28,728,0.0266,428,140,8,1,0,13.21,0.0364,58,0.2158,13
10626,30,2026-01-18,26,520,0.0314,334,234,7,1,0,14.45,0.0762,37,0.5326,93
10627,30,2026-01-17,27,675,0.0324,151,135,2,1,0,15.51,0.0139,39,0.5438,157
10628,30,2026-01-16,22,440,0.0255,85,132,6,1,0,9.93,0.0135,37,0.2282,120
10629,30,2026-01-15,24,696,0.0285,221,192,4,1,0,12.13,0.038,27,0.4032,194
10630,30,2026-01-14,20,560,0.0287,552,40,4,2,0,10.17,0.0749,44,0.7321,283
10631,30,2026-01-13,23,598,0.0284,115,92,2,1,0,11.58,0.0124,72,0.3918,185
10632,30,2026-01-12,27,459,0.0246,327,108,8,2,0,11.75,0.0203,56,0.7991,250
10633,30,2026-01-11,22,550,0.0311,334,66,3,2,0,12.14,0.0269,49,0.3959,235
10634,30,2026-01-10,26,416,0.0258,380,234,5,1,0,11.87,0.0673,45,0.5787,252
10635,30,2026-01-09,23,437,0.0309,586,138,2,2,0,12.59,0.0312,61,0.5889,26
10636,30,2026-01-08,21,609,0.029,83,189,4,1,0,10.77,0.0591,33,0.4633,113
10637,30,2026-01-07,24,600,0.0252,60,192,3,2,0,10.74,0.0743,42,0.7981,68
10638,30,2026-01-06,23,391,0.0293,406,115,5,3,0,11.96,0.0615,69,0.75,173
10639,30,2026-01-05,27,567,0.0281,135,108,6,1,0,13.44,0.0438,33,0.4694,218
10640,30,2026-01-04,25,675,0.0325,454,50,2,1,0,14.4,0.0613,70,0.3744,286
10641,30,2026-01-03,28,728,0.028,130,224,7,3,0,13.87,0.0367,55,0.4667,18
10642,30,2026-01-02,29,493,0.028,486,87,7,3,0,14.38,0.0609,50,0.6004,127
10643,30,2026-01-01,23,667,0.0255,36,92,4,2,0,10.41,0.0659,75,0.4405,120
10644,30,2025-12-31,25,550,0.0281,433,50,2,1,0,12.45,0.0215,53,0.8944,213
10645,30,2025-12-30,22,572,0.0337,262,88,6,2,0,13.13,0.0728,32,0.7949,229
10646,30,2025-12-29,22,462,0.023,561,44,3,1,0,8.97,0.0455,53,0.4522,236
10647,30,2025-12-28,24,432,0.0251,447,48,6,2,0,10.68,0.0441,21,0.3138,66
10648,30,2025-12-27,22,374,0.0252,229,198,2,2,0,9.81,0.041,30,0.7209,286
10649,30,2025-12-26,19,475,0.0256,73,133,3,2,0,8.61,0.0454,35,0.6415,186
10650,30,2025-12-25,22,572,0.0287,501,110,2,3,0,11.17,0.0395,76,0.2055,187
10651,30,2025-12-24,25,550,0.0238,352,100,5,1,0,10.56,0.0748,53,0.3938,91
10652,30,2025-12-23,26,520,0.024,261,156,3,2,0,11.04,0.0645,29,0.5472,132
10653,30,2025-12-22,21,357,0.0322,504,105,3,2,0,11.97,0.071,44,0.5113,245
10654,30,2025-12-21,23,483,0.0308,222,207,4,2,0,12.57,0.0539,67,0.5621,48
10655,30,2025-12-20,33,528,0.024,386,132,5,2,0,14.01,0.0319,79,0.4713,193
10656,30,2025-12-19,22,528,0.0264,433,110,6,1,0,10.31,0.028,72,0.3452,12
10657,30,2025-12-18,24,360,0.0246,309,96,6,3,0,10.45,0.0784,68,0.4608,90
10658,30,2025-12-17,28,588,0.0252,546,196,4,3,0,12.5,0.0388,22,0.6154,240
10659,30,2025-12-16,27,459,0.0307,598,243,4,3,0,14.67,0.0255,47,0.699,66
10660,30,2025-12-15,29,696,0.0346,102,116,4,2,1,17.79,0.077,31,0.3956,172
10661,30,2025-12-14,23,667,0.031,174,138,6,1,0,12.62,0.0676,30,0.5215,140
10662,30,2025-12-13,26,546,0.0271,591,52,5,2,0,12.51,0.0344,55,0.8957,185
10663,30,2025-12-12,26,598,0.0266,578,182,4,2,0,12.25,0.0242,21,0.3019,128
10664,30,2025-12-11,27,621,0.0338,586,108,7,3,0,16.16,0.0731,32,0.4275,216
10665,30,2025-12-10,22,484,0.024,73,176,4,3,0,9.35,0.0793,45,0.6667,46
10666,30,2025-12-09,22,484,0.0304,227,132,6,1,0,11.84,0.079,20,0.2504,145
10667,30,2025-12-08,25,400,0.0309,272,50,6,1,0,13.68,0.0776,25,0.8175,77
10668,30,2025-12-07,22,550,0.0282,504,198,2,2,0,11.01,0.0629,53,0.6425,95
10669,30,2025-12-06,27,675,0.0319,434,108,5,2,0,15.26,0.0553,30,0.7333,276
10670,30,2025-12-05,22,418,0.0255,479,132,5,2,0,9.94,0.0249,69,0.2133,158
10671,30,2025-12-04,25,700,0.0329,322,225,5,1,0,14.57,0.0578,64,0.6633,7
10672,30,2025-12-03,22,352,0.0338,274,198,3,1,0,13.18,0.0456,34,0.356,134
10673,30,2025-12-02,20,340,0.0284,248,100,4,2,0,10.07,0.0327,49,0.4935,179
10674,30,2025-12-01,27,648,0.0295,41,243,2,2,0,14.12,0.0446,23,0.4103,28
10675,30,2025-11-30,29,725,0.0268,284,87,8,3,0,13.79,0.0711,69,0.8122,271
10676,30,2025-11-29,28,756,0.0339,589,168,7,3,0,16.83,0.0268,54,0.848,170
10677,30,2025-11-28,24,576,0.0286,224,96,7,2,0,12.16,0.0222,77,0.4282,241
10678,30,2025-11-27,24,648,0.0319,451,120,4,2,0,13.57,0.0462,61,0.4385,179
10679,30,2025-11-26,22,506,0.0285,279,176,4,3,0,11.1,0.0699,55,0.4611,52
10680,30,2025-11-25,23,345,0.0275,387,207,3,2,0,11.19,0.0644,69,0.6502,60
10681,30,2025-11-24,25,450,0.0243,373,225,3,2,0,10.76,0.0416,29,0.6132,75
10682,30,2025-11-23,28,420,0.0238,297,252,7,1,0,11.8,0.0238,25,0.8823,240
10683,30,2025-11-22,26,754,0.0246,214,182,5,2,0,11.33,0.0543,34,0.4806,139
10684,30,2025-11-21,25,375,0.0328,146,200,4,2,0,14.54,0.0521,20,0.3078,60
10685,30,2025-11-20,25,725,0.0244,404,175,6,1,0,10.8,0.0628,48,0.2589,103
10686,30,2025-11-19,25,475,0.0329,400,100,2,1,0,14.58,0.0518,64,0.8887,199
10687,30,2025-11-18,21,315,0.0317,284,168,3,2,0,11.8,0.0459,24,0.4398,224
10688,30,2025-11-17,26,624,0.0279,38,208,3,3,0,12.84,0.0484,60,0.4513,121
10689,30,2025-11-16,26,520,0.032,395,234,5,2,0,14.76,0.0445,27,0.786,48
10690,30,2025-11-15,24,408,0.0328,350,120,3,1,0,13.94,0.0389,23,0.3967,274
10691,30,2025-11-14,25,725,0.0239,500,125,7,2,0,10.59,0.0548,45,0.3746,202
10692,30,2025-11-13,25,475,0.034,401,75,3,2,0,15.08,0.0136,31,0.6304,243
10693,30,2025-11-12,23,529,0.0341,435,46,6,1,0,13.89,0.0505,23,0.3002,89
10694,30,2025-11-11,25,375,0.0256,370,225,5,2,0,11.34,0.0212,75,0.4132,222
10695,30,2025-11-10,27,459,0.0309,474,189,6,3,0,14.77,0.017,75,0.6935,263
10696,30,2025-11-09,22,418,0.0258,525,110,5,2,0,10.05,0.046,48,0.7761,202
10697,30,2025-11-08,26,520,0.0283,553,130,6,1,0,13.03,0.0108,53,0.6701,107
10698,30,2025-11-07,25,725,0.0245,276,50,5,3,0,10.87,0.0637,63,0.2262,259
10699,30,2025-11-06,21,357,0.0293,40,189,3,1,0,10.91,0.0196,48,0.3947,230
10700,30,2025-11-05,27,567,0.0273,101,54,3,2,0,13.07,0.0577,63,0.4488,164
10701,30,2025-11-04,23,529,0.032,558,184,2,3,0,13.05,0.0249,51,0.5063,265
10702,30,2025-11-03,29,580,0.0318,505,203,6,3,0,16.33,0.079,66,0.77,158
10703,30,2025-11-02,28,812,0.0339,192,196,4,1,0,16.82,0.053,49,0.4591,200
10704,30,2025-11-01,24,600,0.0243,185,96,5,2,0,10.35,0.0631,62,0.3559,14
10705,30,2025-10-31,22,440,0.0297,535,66,3,2,0,11.57,0.0653,60,0.41,249
10706,30,2025-10-30,24,360,0.0318,575,120,5,3,0,13.51,0.0276,79,0.7389,160
10707,30,2025-10-29,24,456,0.0256,393,144,6,2,0,10.9,0.0222,63,0.8422,111
10708,30,2025-10-28,22,616,0.0329,470,154,3,3,0,12.81,0.0136,46,0.4489,270
10709,30,2025-10-27,30,750,0.0312,152,210,7,1,0,16.59,0.0592,23,0.481,290
10710,30,2025-10-26,26,390,0.0273,429,156,5,1,0,12.59,0.0534,29,0.8189,293
10711,30,2025-10-25,23,345,0.026,278,138,4,1,0,10.58,0.0145,36,0.6749,59
10712,30,2025-10-24,26,676,0.0336,435,208,2,2,0,15.5,0.0599,78,0.5913,202
10713,30,2025-10-23,22,374,0.0307,197,66,2,2,0,11.97,0.0352,59,0.6331,249
10714,30,2025-10-22,25,475,0.0336,365,75,6,2,0,14.87,0.0726,72,0.3752,180
10715,30,2025-10-21,25,400,0.0317,61,150,4,3,0,14.05,0.0196,66,0.7671,236
10716,30,2025-10-20,25,675,0.0263,535,75,6,1,0,11.65,0.0678,37,0.8444,250
10717,30,2025-10-19,25,550,0.0333,206,150,6,3,0,14.77,0.0233,50,0.3931,299
10718,30,2025-10-18,26,442,0.0257,415,182,5,1,0,11.82,0.0279,34,0.4869,284
10719,30,2025-10-17,22,352,0.0238,80,198,6,1,0,9.27,0.012,56,0.8635,114
10720,30,2025-10-16,21,357,0.0251,191,189,2,2,0,9.33,0.0462,70,0.3894,50
10721,30,2025-10-15,23,437,0.0286,260,46,4,3,0,11.66,0.0157,77,0.2422,249
10722,30,2025-10-14,25,675,0.026,509,150,4,3,0,11.5,0.0434,49,0.7438,268
10723,30,2025-10-13,26,572,0.0297,531,52,6,2,0,13.7,0.0717,58,0.5415,278
10724,30,2025-10-12,23,368,0.0247,544,184,3,1,0,10.09,0.0299,48,0.8191,207
10725,30,2025-10-11,21,504,0.0264,532,42,3,1,0,9.84,0.0755,61,0.3326,211
10726,30,2025-10-10,21,357,0.0294,176,147,2,2,0,10.94,0.0367,45,0.4999,10
10727,30,2025-10-09,21,588,0.0252,348,63,3,2,0,9.37,0.0742,76,0.3438,211
10728,30,2025-10-08,27,756,0.0318,228,108,6,2,0,15.21,0.0344,67,0.855,101
10729,30,2025-10-07,25,500,0.0269,167,175,7,2,0,11.93,0.0366,29,0.7483,67
10730,30,2025-10-06,25,450,0.0222,319,125,3,1,0,9.83,0.0518,21,0.5028,159
10731,30,2025-10-05,27,702,0.0233,334,108,4,2,0,11.13,0.0362,32,0.5736,228
10732,30,2025-10-04,23,483,0.03,371,161,5,2,0,12.24,0.0281,69,0.4368,192
10733,30,2025-10-03,22,418,0.0242,359,110,2,1,0,9.42,0.0407,53,0.4247,239
10734,30,2025-10-02,22,594,0.0239,265,110,3,2,0,9.31,0.0592,35,0.4976,22
10735,30,2025-10-01,20,380,0.0266,92,120,3,1,0,9.44,0.0554,69,0.8681,128
10736,30,2025-09-30,20,380,0.0277,312,180,4,2,0,9.8,0.0765,53,0.7456,210
10737,30,2025-09-29,21,462,0.0223,102,168,4,2,0,8.31,0.0727,53,0.687,240
10738,30,2025-09-28,27,756,0.0283,276,216,6,2,0,13.52,0.019,31,0.2011,48
10739,30,2025-09-27,26,494,0.0228,94,234,4,1,0,10.52,0.0793,64,0.2202,221
10740,30,2025-09-26,24,504,0.0224,336,216,2,3,0,9.55,0.0646,68,0.6856,7
10741,30,2025-09-25,23,552,0.0304,116,69,5,2,0,12.38,0.0602,28,0.423,42
10742,30,2025-09-24,24,624,0.0296,148,168,4,1,0,12.6,0.0718,73,0.874,160
10743,30,2025-09-23,19,437,0.0246,98,152,4,1,0,8.27,0.0447,62,0.8547,281
10744,30,2025-09-22,20,520,0.0223,496,80,3,1,0,7.89,0.0171,45,0.361,70
10745,30,2025-09-21,20,300,0.0222,265,80,2,1,0,7.87,0.0279,51,0.8729,294
10746,30,2025-09-20,19,437,0.0236,169,114,2,2,0,7.95,0.0449,39,0.294,285
10747,30,2025-09-19,20,340,0.0292,476,80,3,2,0,10.34,0.0445,29,0.2036,137
10748,30,2025-09-18,20,520,0.0245,224,60,2,1,0,8.69,0.0211,55,0.8024,13
10749,30,2025-09-17,21,525,0.0216,199,126,3,1,0,8.03,0.0685,79,0.7195,293
10750,30,2025-09-16,23,437,0.0218,526,207,6,2,0,8.87,0.0506,59,0.4059,152
10751,30,2025-09-15,22,638,0.0208,350,132,6,1,0,8.09,0.04,56,0.5487,237
10752,30,2025-09-14,21,399,0.029,171,126,3,2,0,10.8,0.0768,58,0.4383,142
10753,30,2025-09-13,21,336,0.0243,388,63,5,2,0,9.04,0.0259,63,0.3833,100
10754,30,2025-09-12,22,594,0.0206,110,88,5,3,0,8.02,0.0397,47,0.6718,157
10755,30,2025-09-11,24,624,0.0221,269,216,6,2,0,9.38,0.0628,65,0.2239,179
10756,30,2025-09-10,19,361,0.0238,406,76,3,1,0,8.02,0.0637,24,0.4211,51
10757,30,2025-09-09,25,500,0.0274,344,200,4,2,0,12.15,0.0167,54,0.3595,112
10758,30,2025-09-08,18,270,0.0247,377,126,2,1,0,7.87,0.0168,70,0.7539,170
10759,30,2025-09-07,21,504,0.0227,457,189,2,2,0,8.43,0.0488,70,0.3343,113
10760,30,2025-09-06,19,285,0.0215,192,171,3,1,0,7.23,0.0237,51,0.3101,253
10761,30,2025-09-05,20,520,0.0224,540,120,3,1,0,7.95,0.0277,61,0.2265,54
10762,30,2025-09-04,22,506,0.0274,557,154,3,2,0,10.68,0.0349,50,0.631,101
10763,30,2025-09-03,20,440,0.022,185,160,4,2,0,7.78,0.0347,35,0.6633,13
10764,30,2025-09-02,17,408,0.0231,245,68,4,0,0,6.96,0.0296,59,0.609,129
10765,30,2025-09-01,19,304,0.0249,144,171,4,2,0,8.37,0.027,24,0.2487,45
10766,30,2025-08-31,20,380,0.0253,549,140,4,1,0,8.97,0.0334,40,0.7689,135
10767,30,2025-08-30,18,468,0.0265,593,144,5,2,0,8.46,0.0409,28,0.3609,61
10768,30,2025-08-29,22,418,0.019,544,154,4,1,0,7.4,0.0381,33,0.2528,299
10769,30,2025-08-28,19,361,0.0204,130,171,5,2,0,6.87,0.0217,79,0.4683,177
10770,30,2025-08-27,16,256,0.0242,204,96,4,1,0,6.86,0.0147,61,0.466,203
10771,30,2025-08-26,22,418,0.02,265,154,6,1,0,7.78,0.0281,64,0.737,60
10772,30,2025-08-25,19,418,0.0183,399,133,4,2,0,6.18,0.0302,20,0.345,224
10773,30,2025-08-24,19,342,0.019,456,133,5,2,0,6.4,0.0307,60,0.475,292
10774,30,2025-08-23,18,396,0.0251,433,144,4,1,0,7.99,0.0174,50,0.3959,87
10775,30,2025-08-22,19,551,0.0214,511,38,4,2,0,7.21,0.0748,64,0.6441,228
10776,30,2025-08-21,21,315,0.0259,350,126,4,3,0,9.65,0.0162,79,0.4308,95
10777,30,2025-08-20,14,266,0.0216,166,28,2,1,0,5.36,0.0524,33,0.8848,147
10778,30,2025-08-19,20,540,0.0203,469,80,2,2,0,7.21,0.021,62,0.2958,25
10779,30,2025-08-18,18,486,0.0219,556,36,5,2,0,6.97,0.0255,35,0.3727,249
10780,30,2025-08-17,15,315,0.0218,255,90,1,1,0,5.8,0.0549,72,0.8711,94
10781,30,2025-08-16,20,580,0.0204,67,80,3,1,0,7.22,0.0316,23,0.8866,67
10782,30,2025-08-15,19,551,0.02,393,38,4,1,0,6.72,0.0629,63,0.572,148
10783,30,2025-08-14,18,432,0.0207,296,90,1,1,0,6.62,0.0129,64,0.6783,247
10784,30,2025-08-13,16,448,0.0243,119,32,2,0,0,6.88,0.0763,37,0.8293,42
10785,30,2025-08-12,20,300,0.0184,469,100,5,2,0,6.51,0.0484,20,0.3246,48
10786,30,2025-08-11,16,240,0.017,423,112,2,1,0,4.83,0.0549,39,0.557,57
10787,30,2025-08-10,20,540,0.0227,367,180,3,1,0,8.04,0.0313,68,0.5039,197
10788,30,2025-08-09,19,551,0.0206,152,171,2,1,0,6.94,0.0636,51,0.8845,210
10789,30,2025-08-08,15,300,0.0213,382,105,2,1,0,5.67,0.0459,48,0.8635,291
10790,30,2025-08-07,19,456,0.0232,488,57,4,0,0,7.8,0.078,47,0.3307,171
10791,30,2025-08-06,18,270,0.0189,250,144,4,1,0,6.02,0.0282,50,0.2843,148
10792,30,2025-08-05,16,464,0.0225,184,32,2,1,0,6.38,0.0591,62,0.71,146
10793,30,2025-08-04,16,256,0.0239,221,32,3,1,0,6.77,0.071,31,0.3998,101
10794,30,2025-08-03,19,494,0.0204,288,76,3,2,0,6.88,0.0651,54,0.2786,250
10795,30,2025-08-02,16,304,0.0205,369,128,4,1,0,5.8,0.075,40,0.3157,13
10796,30,2025-08-01,21,504,0.02,230,147,4,2,0,7.44,0.0251,54,0.7715,74
10797,30,2025-07-31,15,330,0.0215,111,45,4,1,0,5.72,0.0486,56,0.6382,296
10798,30,2025-07-30,16,400,0.0216,233,48,3,1,0,6.12,0.0502,49,0.6399,12
10799,30,2025-07-29,16,240,0.0175,383,112,4,1,0,4.95,0.0794,70,0.3463,267
10800,30,2025-07-28,19,532,0.0169,362,152,2,2,0,5.69,0.023,57,0.3484,257
10801,30,2025-07-27,18,522,0.0169,239,108,4,1,0,5.39,0.0271,25,0.3257,179
10802,30,2025-07-26,17,357,0.0174,111,136,4,1,0,5.25,0.0459,35,0.3067,117
10803,30,2025-07-25,15,435,0.0176,251,120,3,1,0,4.67,0.0562,44,0.5278,121
10804,30,2025-07-24,17,272,0.0212,68,34,3,1,0,6.39,0.0158,26,0.8626,231
10805,30,2025-07-23,17,476,0.0202,574,153,4,1,0,6.07,0.0554,69,0.6047,245
10806,30,2025-07-22,18,324,0.0192,389,90,3,2,0,6.11,0.0604,44,0.5897,159
10807,30,2025-07-21,15,375,0.0184,124,75,2,1,0,4.9,0.0274,64,0.5304,230
10808,30,2025-07-20,15,390,0.0197,588,45,2,1,0,5.23,0.0479,23,0.5146,98
10809,30,2025-07-19,15,345,0.0196,438,105,2,1,0,5.21,0.0465,75,0.7984,18
10810,30,2025-07-18,14,266,0.018,344,98,1,1,0,4.45,0.0636,29,0.4894,232
10811,30,2025-07-17,12,228,0.021,91,108,2,1,0,4.46,0.0317,65,0.6734,45
10812,30,2025-07-16,16,256,0.0193,368,64,2,1,0,5.48,0.0124,76,0.8072,294
10813,30,2025-07-15,16,304,0.0209,460,48,2,1,0,5.92,0.0598,46,0.3676,182
10814,30,2025-07-14,13,286,0.0166,435,91,3,1,0,3.83,0.0547,22,0.3917,169
10815,30,2025-07-13,17,425,0.0158,134,119,2,1,0,4.76,0.0205,43,0.6909,190
10816,30,2025-07-12,15,300,0.0182,218,90,2,1,0,4.82,0.0591,22,0.39,158
10817,30,2025-07-11,15,420,0.0144,509,120,3,1,0,3.82,0.059,66,0.6618,114
10818,30,2025-07-10,14,252,0.0164,327,112,1,1,0,4.07,0.0526,28,0.5252,262
10819,30,2025-07-09,16,432,0.0179,406,96,3,2,0,5.07,0.0566,23,0.7961,203
10820,30,2025-07-08,17,493,0.0165,529,119,4,1,0,4.96,0.0764,27,0.4109,244
10821,30,2025-07-07,14,252,0.0176,405,42,2,1,0,4.35,0.0332,21,0.8113,154
10822,30,2025-07-06,11,275,0.0154,217,99,1,0,0,2.99,0.0321,26,0.6035,64
10823,30,2025-07-05,14,280,0.0184,105,56,3,1,0,4.55,0.0285,24,0.5869,275
